Category,Quote
cedric-diggory,well obviously feeling sad cedric dying expect feeling confused liked cedric like harry can't work like best she'll feeling guilty thinking insult cedric's memory kissing harry she'll worrying everyone else might say start going harry probably can't work feeling towards harry anyway one cedric cedric died that's mixed painful oh afraid going thrown ravenclaw quidditch team flying badly slightly stunned silence greeted end speech ron said one person can't feel they'd explode
love,afraid stronger hate afraid love cannot subdue unsubduable loved
longing,old knot heart wish untie
happy,feel like split open stuffed sunshine
love,feel like touch like million tiny universe born dying space finger skin sometimes forget
hurt,made fool eshe lamented love make fool love back make fool either tell eher voice cracked stop hurting sometimes never
love,sometimes love surprise instant recognition sudden gift sudden moment make everything different people say that's love can't really love someone know i'm sure love seem follow plan series step hit force nature--an earthquake tidal wave storm wild relentless energy beyond simple attempt control
love,meet someone different good way even kiss firework go like firework heart time always wondered opposite really attract know sure i'd grown going library often people go grocery store jackson need read exciting people place went found created excitement found thing like pretty simple burning cd around theme like song get groove tune fix broken heart watching movie baking cooky swimming like salad light vinaigrette jackson platter seafood cajun pasta alone good together fantastic
love,love like quicksilver hand leave finger open stay clutch dart away
humour,smirking say whatever spell tried cast work think need go back hogwarts
age,almost hundred year old waiting end thinking beginning thing need tell would listen told quickly time pass know unable imagine nevertheless tell awake someday find life rushed speed impossible cruel intense moment seem occurred yesterday nothing erased pain pleasure impossible intensity love dog-leaping happiness bleak blackness passion unrequited unexpressed unresolved
love,decide want someone forever want forever start right
love,many many reader written asking wistfully nature sam grace's relationship assure sort absolutely real mutual respectful enduring love completely attainable long swear settle le
love,love nothing world neither man devil thing hold suspect love penetrates soul thing nothing exists fill bind heart love therefore unless weapon subdue soul plunge love immense abyss
love,must love everything else world could implode care long one person standing beside
creativity,productiveness acceptance morality recognition fact choose live--that productive work process man's consciousness control existence constant process acquiring knowledge shaping matter fit one's purpose translating idea physical form remaking earth image one's values--that work creative work done thinking mind work creative done blank repeat uncritical stupor routine learned others--that work choose choice wide mind nothing possible nothing le human--that cheat way job bigger mind handle become fear-corroded ape borrowed motion borrowed time settle job requires le mind's full capacity cut motor sentence another kind motion decay--that work process achieving value lose ambition value lose ambition live--that body machine mind driver must drive far mind take achievement goal road--that man purpose machine coast downhill mercy boulder crash first chance ditch man stifle mind stalled machine slowly going rust man let leader prescribe course wreck towed scrap heap man make another man goal hitchhiker driver ever pick up--that work purpose life must speed past killer assumes right stop value might find outside work loyalty love traveler choose share journey must traveler going power direction
love,still happier stage love full brave illusion tremendous illusion communion self self seemed plane human relation mattered seemed arrived extraordinary innocence though series pure accident driven together many accident last forced conclude arrived clean hand seemed traffic merely curious clandestine
love,hold bottle rain watch steady flow slowly fill enough enough beth clearly see close bottle hand raise skeptical eyebrow accepts bottle rain beth head barely shake show confusion rub back neck search courage told loved rain doubt word want look bottle
desire,i'll always want every sun go dark every sky nothing long-forgotten cosmic dust want even suspect particle long
fey,say ei gritted high lord night court mate
blind,girl speak man see fell love
filipino,quota ang pag-ibig sa bawat limang umiibig isa lang ang magiging maligaya ang iba iibig sa di sila iniibig iibig nang di natututo iibig sa wala di iibig kailanman
longing,miss miss miss miss ready see i'll never let go
anna,said belonged together born flower born butterfly flower butterfly need survival
hope,said want get involved one u would get hurt bear well good enough look happens people living life get hurt fair get hurt time matter careful somebody come along hurt stupid reason
love,many love two-sided coin strengthen stifle expand enfeeble perfect pauperize love returned soar taken height unseen delight invigorates beautifies love spurned feel crippled disconsolate bereaved polish coin see requited love side destined love belong forever
love,loving forever can't wrong even though can't move
love,love much nothing matter - even love- answer even indifference
love,record still love bother torture
friendship,love somebody without like keep stranger stranger who's friend
christ,jesus christ lived midst enemy end disciple deserted cross utterly alone surrounded evildoer mocker cause come bring peace enemy god christian belongs seclusion cloistered life thick foe commission work 'the kingdom midst enemy suffer want kingdom christ want among friend sit among rose lily bad people devout people blasphemer betrayer christ christ done would ever spared' luther
cute,asked tonight realise want spend rest life somebody want rest life start soon possible
attraction,mystery attraction could always explained logic sometimes fracture two separate soul became hinge held together
love,passion new yearning adoration knew always feared left helpless feared still lest adored much would lose become effaced want effaced slave like savage woman must become slave feared adoration yet would fight
falling-in-love,falling love christian way say 'i excited future want part getting i'm signing journey would sign journey true self going hard want get
love,perhaps reason unable love yearn loved demand something love partner instead delivering demand-free asking nothing company
break-up,delete picture phone delete number think delete enough like none ever happened heart hurt badly
i-love-you,quiet worldin effort get people lookinto eye also appease mute government decidedto allot person exactly one hundred sixty-seven word per day phone ring put ear without saying hello restaurant point chicken noodle soup adjusting well new way late night call long distance lover used fifty-nine today respond know used word thirty-two third time sit line listen breathe
achilles,done say first understand see tomb mark made stone c h l l e read beside p r c l u go say wait darkness two shadow reaching hopeless heavy dusk hand meet light spill flood like hundred golden urn pouring sun
love,life-my whole life- take love you-love never loved living thing moment met loved loved blindly adoringly madly know then-you know
broken,fix broken people broken people one who've already ruined need fixed messiness hurt past drove u hurt connected u subdermal level kind scar written deeply cell can't even see anymore recognize someone else
life,love give many choice love someone want break heart still love heart easy break though love tender sometimes fragile love love sort envelops cover like giant shadow pull like blanket warm feeling surround matter feel always can't escape want safe can't remember last time happy ever happy every second apart feel like hour sometimes right fall asleep miss much hurt ache warmth touch smell need can't sleep wish wish wish would wake talk dream wake smiling pain stab reach cry begging hold make go away make everything go away love addict feeling never ever want lose feeling sometimes fear losing love drive people crazy thing like buy plane ticket make phone call run class cry write laugh love someone really love give whole heart trust never want away sometimes even need word need love amazing thing many people take granted love let go dare let go
love,purpose relationship another might complete another might share completeness
family,knowledge would never loved return acted upon idea tide act upon cliff
voltaire,loved always love first time
defenseless,never defenseless suffering love never helplessly unhappy lost loved object love
bella,existence alone excuse enough justify creation entire world
adrian-ivashkov,lip met hungrily clever artistic hand wrapped around hip sudden buzz regular cell phone startled kissing said adrian eye ablaze breathing ragged there's crisis school asked angeline 'accidentally' stole one campus bus drove library would saying sighed go check
gandhi,barrier love cannot break
dreamers,introspective soul often hurt
dependence,mother used tell push come shove always know turn family social construct instinct
grief,said move go
art,infantile love follows principle love loved mature love follows principle loved love immature love say love need mature love say need love
cake,love like good cake never know coming better eat
life,know love going bed love act whole life staying need knowing still care sex daydream fight future -- that's shelf done love -- i'll tell love seventy-five seventy-one listening other's step next room afraid sudden silence sudden cry could mean lifetime's talk
love,understood much resisted outside much constricted life much closed narrowed channel still many taker quiet heart
incidental,want live want love first live incidentally
love,love's gift cannot given wait accepted
cupid,love cannot live trust
adrian-ivashkov,realized love always right front
love,thank gracing life lovely presence adding sweet measure soul existence
elizabeth-scott,thing world exist growing mean realize one come along fix thing one come along save
giving,give without loving cannot love without giving
love,love like sea moving thing still take shape shore meet different every shore
hope,past held wisdom love damaging mistake accomplice hope treacherous illusion whenever twin poisonous flower began sprout parched land field mariam uprooted uprooted ditched took hold
friend,that's love aibileen take complicated thing life wrap small simple they'll fit right pocket
love,like people immensely never tell name anyone like surrendering part grown love secrecy
love,everything want loved u sing dance holler trying loved
falling-in-love,maybe hiding somewhere gone trip come home falling love always pretty crazy thing might appear blue grab know emaybe even tomorrow
couples,want take movie asked well really said really want girlfriend thought saying might scare
love,believein love first sightbut always believe peoplewe lovewe loved many many many time beforeand stumblethrough grace circumstance brilliant illusion choiceto finally meet feel fastereach time one glance set life alightis two set two eyesstaring layersof lifetime stolen glancesand first kiss hand held brace weight unrelenting tideof waiting believein love first sightbut burdened misconceptionthat first sightat
falling-in-love,bottom line never fall person we're supposed
love,without love like bird broken wing
liam-stewart,can't--i can't think anything anyone else whispered hand drifted dragging back hair can't think straight around can't sleep feel like can't breathe--i just-- liam please begged tired barely sick let's go back others love turned toward agonized expression still face love every second everyday understand make stop-- looked wild pain pinned place even said registered mind know wrong know damn bone feel like i'm sick i'm trying good person can't can't anymore
love,brave thing fall love willing trust somebody else whole that's difficult really difficult brave
arriving,something arriving new city wandering empty street destination never lose love arriving i'm born leave
cool,i'll come make love five o'clock i'm late start without
bhie,gave heart enough
love,working hard become kind man need kind man already belief
love,sometimes remembering hurt much
colleen houck,count argument kiss make eit half argument fine
couples,know love right ethe urge kiss goodbye strong almost broke rule smiled beautiful golden late morning light much love oh man dream come true love edebate start love turn sydney laughed opened door taken debate class lose logic
bitterness,always struck year bizarre two people could look one another tenderness complete love quickly could dissolve nothing bitterness
life,u wanted really know counted someone else's life would rich without u
corporeal-punishment,someone beat rug blow rug dust
friendship,world pleasant place without someone hold held
love,please-tame ' said 'i want much ' little prince replied 'but much time friend discover great many thing understand ''one understands thing one tames ' said fox 'men time understand anything buy thing ready made shop shop anywhere one buy friendship men friend want friend tame ''what must tame ' asked little prince 'you must patient ' replied fox 'first sit little distance me-like that-in grass shall look corner eye say nothing word source misunderstanding sit little closer every day
believe,father gave greatest gift anyone could give another person believed
cry,cut let cry cried let speak spoke let shine shone thought loved
hopeful,remember something happening never happened wished
death,never get easier missing sometimes wonder ever
answer,voicemail 1 hi isabel culpeper lying bed looking ceiling mostly naked thinking mother call voicemail 2 first minute thirty second gotta get message eby bee gee voicemail 3 bored need entertained sam moping may kill guitar would give something also make say something two bird one stone find old expression unnecessarily violent like ring around rosy plague know course plague like older cousin hey sam talk say jack shit god bored call voicemail 4 hotel california eby eagle entirety every instance word california replaced minnesota voicemail 5 hi cole st clair want know two true thing one never picking phone two never going stop leaving long message like therapy gotta talk someone hey know figured today victor dead figured yesterday every day figure know feel like one voicemail 6 yeah sorry last message went little pear-shaped like expression sam said day hey try theory size think dead british housewife reincarnated beatle body know used know band put fake british accent show boy suck aside asshole remember name either getting senile done enough brain stuff falling fair make one-sided always talking thing isabel rosemary culpeper smile lately hot toddy name band hot toddy voicemail 20 wish answer
adulthood,made painfully clear child joy laughter trust trust fellow adult come suspicion hatred fear child ran world would place eternal bliss cheer adult run world war enmity destruction unending adult take charge thing muck produce new generation child say child hope future right child hope future adult damnation present child become adult surely adult become worm food adult death hope
erotism,waiting erotic
love,love shall loved
craving,want really loved craving drive worst behavior
bisexual,understand hatred fear gay bisexual lesbian concept honestly cannot grasp love man woman fact love truly matter
love,missed much almost hurt started moment left keep nagged day every day fight keep making bullshit reason call keep could hear voice saving grace curran handling whole mating thing better yesterday called office claiming find sock talked two hour
kate,love something protect something risk
god,thirst drink water cup see god love god see face
commitment,one downside awakened longer require sleep therefore also longer dream shame could dream know i'd dream i'd dream way smell dark hair feel like silk finger i'd dream smoothness skin fierceness lip kiss without dream content imagination ewhich almost good picture thing perfectly well it'll take life world
love,look think know one ever confounded way
alone,youngand know betterand someone told capture every secondevery kiss every nightbecause sitting alone getting really hard breath tear growing throat want break peoplewatchingand want somewhere silentsomewhere stillbut still want alone scared lonelyand understandbecause alone whole lifemy whole lifei damn lonely content thatbecause liked company need anyonei thoughtbut someone told love brave handle unbearable emptiness unbearable guilt lack oneself lost someone loveand might get back one daybut take time take time gonna take time wish someone would told someone told
cupid,love savage monster
choice,miss u always probably always sometimes happy ending matter i'll losing something someone maybe that's come love surge passion choice commit something someone matter obstacle temptation stand way maybe making choice day day year year say love never choice make
choice,choice heart
love,here's news flash lady every one think want girl like angelina jolie skinny elbow angle truth we'd rather curl someone like charlotte - woman who's soft guy wrap arm around woman might smear flour shirt whole day notice care even go meet pta woman feel like exotic vacation home can't wait come back
love,okay say love nothing world important content near whole purpose need poetry heart
anti-christian,spiritualization sensuality called love great triumph christianity
funny,two second later sound alarm filled ear ''what '' said noise backed towards bathroom door ''the girl gave note ''''yes ''''i caught staring lighter ''i blinked ''you gave child psych ward lighter ''his eye crinkled corner ''she seemed trustworthy ''''you're sick '' said smiled ''hey nobody's perfect '' noah smiled back
love,wanted take love back badly old technique work anymore fact never worked stop loving someone one world brutal mystery tried le worked
freedom,first day met woman every day voyage loved many time since kneeled darkness night watch kissed deck ship knew dear foot trod never engaged treated fairly ever woman treated man complaint make love side good comradeship friendship parted free woman could never free man
death,easy cry realize everyone love reject die
anaïs-nin,reserve right love many different people change prince often
inspire,someone madly love still ready love way never loved still join bridge whatever reason must leave never ever inspire anyone meet bridge never ever convince someone work ready extraordinary love love never seen wide wild universe love ready
fake,like wanted real
distance,listen wind carefully able hear whisper love
anger,fiercest anger incurable rage place dearest love
love,would never let anyone else borrow heart know chance hell might want back
friendship,experienced singular pleasure watching people loved fall love people loved
love,could still smell fur clung memory another world drunk scent i'd got close smell summer skin half-recalled cadence voice sensation finger fur every bit sang memory closeness close stay away
die-adam-please,please say i'm begging stop still can't stomach pain say feel strongly making crazy- please say sad hurt guilty done nothing wrong i'm sorry- sorry either say god reason i'm going kill kent know would upset
admiration,feel neverrises soul swaysthe heart every single hearer deepest power simple way sit forever gluing thing together cooking stew scrap blowing miserable fire made heap dying ash let ape child praise art admiration taste never speak heart heart unless rise heart space
love,truth knew flat january day deserved better deserved love yous kiwi fruit warrior coming door besotted love deserved picture face thousand expression warmth baby's kick beneath hand deserved grow change become girl could course life one better last
loss,man always find hard realize may finally lost woman's love however badly may treated
love,realized look mother looking purest love ever know
alec-lightwood,see past matter
beauty,think i'm cute said thinkly pulling hand glad see face think beautiful breathtaking like person greek myth make one god stop caring god
endless-love,people feel love heart julie u feel way soul we're one can't forget
love,reason love someone love
chances,better put heart line risk everything walk away nothing play safe love lot thing safe eisn one
knowing,many believe love grows knowing grows love simply expands contain
love,love blind say--but love make u see much love flood brain sight sound everything look bigger brighter lovely ever
brother,falling ruin bit like falling love descent stripped bare left core ending equally painful
erotic-romance,want world start end
isaac,source happiness one want share
fairy-tale,kissed first time cold spring rain though neither one knew raining tristran's heart pounded chest big enough contain joy held opened eye kissed star sky-blue eye stared back eye could see parting
grief,last came eye dry parent stared silent breakfast started rise put hand stopped care please eand set getting food watched closely point fact never looked well entered room impossibly lovely girl woman emerged trifle thinner great deal wiser ocean sadder one understood nature pain beneath glory feature character sure knowledge suffering eighteen beautiful woman hundred year seem care right eher mother asked buttercup sipped cocoa fine eshe said sure eher father wondered yes ebuttercup replied long pause must never love eshe never
elena-gilbert,want love much love
love,knew whose love doubted parents' friend
love,could feel warmth presence soft blanket wrapped around soul around heart held protected sheltered knew alone anymore
khalid,beautiful laugh like promise tomorrow
love,sometimes learn love what's good
hope,faith go stair love built look window hope opened
danger,wanted movement calm course existence wanted excitement danger chance sacrifice love
fun,love vee said fun
love,surface calm secret without really admitting waiting something return could waiting know material creature subject law physiology physic even power feeling combined defeat law detest age-old faith lover poet power love stronger death finis vitae sed non amoris lie useless even funny must one resigned clock measure passage time order repaired whose mechanism generates despair love soon maker set going grow used idea every man relives ancient torment profound grow comic repetition human existence repeat well good repeat like hackneyed tune record drunkard keep playing feed coin jukebox must go living among object touched air breathed name hope return hoped nothing yet lived expectation since gone remained know achievement mockery even torture still awaited knew nothing persisted faith time cruel miracle past
handle-with-care,say love say love said shrug say name know can't hear said love someone say name different like safe inside mouth
friendship,knew moment understood perfectly told going would say careful eor e would accept decision would expected anything le
love,wishing ' grace interrupted 'to kiss ' said
love,afraid lose man truly love he's going anywhere
beginnings,someone love say goodbye stare long hard door closed forget see door god open front
couples,cheese macaroni
love,love god creation whole every grain sand love every leaf every ray light love animal love plant love separate thing thou love thing thou wilt perceive mystery god thou perceive thou wilt thenceforward grow every day fuller understanding thou come last love whole world love all-embracing universal
knowing,loved pinpoint made certain knew surely knew name color sky fact written book could feel maxon broke kiss looked pretty mess laughed nervously thank rain giving ran finger along cheek nose chin worth think get worth
augustus,shook head looking - asked - nothing said - looking like augustus half smiled beautiful enjoy looking beautiful people decided ago deny simpler pleasure existence brief awkward silence ensued augustus plowed mean particularly given deliciously pointed end oblivion everything kind scoffed sighed exhaled way vaguely coughy said beau- - like millennial natalie portman like v vendetta natalie portman - never seen - really asked pixie-haired gorgeous girl dislike authority help fall boy know trouble autobiography far tell every syllable flirted honestly kind turned even know guy could turn - like real life
life,dinner lunch whatever -- crazy 12-hour night longer sure -- said look baby i'm sorry realize job driving crazy look let's give let's lay around make love take walk talk little let's go zoo let's look animal let's drive look ocean 45 minute let's play game arcade let's go race art museum boxing match let's friend let's laugh kind life like everybody else's kind life killing u
constancy,take love lasting permanence rainbow- beautiful likely disappeared time blink
love,knowing exist changed world
loss,talk unrequited love probably think romantic love many kind love adequately returned returned angry adolescent may love mother back mother love abusive father return innocent open love young child grief ultimate unrequieted love however hard however long love someone died never love u back least feel
love,kitten hand heaven eye home
bhie,room fell quiet read list one hundred fifty eight-grade boy realized ever one boy
life,sort coming bad relationship end slightly started
future,within right everything need deal whatever world throw
love,seem think choice cam said backwards love chooses shadow move sun command
love,love blindand lover cannot see pretty folly commit
cool,falling love like owning dog throw thing away love bring back love need love lot return love love never stop
destiny,thing better left past true thing destined repeat
faythe-sanders,want want badly stand left felt like world got darker like truly see anything feel anything
happiness,never imagined power make someone else happy magical power either--a purely human one
death,love reason stronger death
adorable,warrior goddess ei said last adrian leaned closer far concerned
jamie-weise,remember name another name rolled without thought tongue look name without abundance sentiment attached lettter name played carelessly easily somehow become sacred lip name throw around lightheartedly repeat without deep thought ever speak use english language describe nameless letter grouped together familiar form carry much meaning capricious heart
dominance,gentleman hold hand man pull hair soulmate
love,clare want tell love love thread labyrinth net high-wire walker real thing strange life mine could ever trust tonight feel love density world though could linger surround keep hold
heart,difference falling love love heart already know feel mind stubborn admit
breaking-up,love someone enough let go let go forever love much
langleav,love game tic-tac-toe constantly waitingfor next x
love,prayer lovethank creator universe gift life given thank giving everything ever needed thank opportunity experience beautiful body wonderful mind thank living inside love pure boundless spirit warm radiating light thank using word using eye using heart share love wherever go love way creation love way help keep love peace heart make love new way life may live love rest life amen
love,fire hell could burn thousand year equal feel one minute day love much pleasure nothing torment could dilute feel mil lionth part would still enough kill even drive mad would rather see live arm cold soulless bastard die mine merripen said win
humor,simon following amazing coincidence happened roof building walking got attacked jace following simon part tell secretly love
dimitri-belikov,dimitri's voice snapped attention back that's adrian ivashkov said name way everyone else yeah know second time i've seen yeah replied glibly hang sometimes dimitri arched eyebrow jerked head back toward we'd come hang room lot several retort popped head golden one took precedence happens none business managed tone similar one he'd used making similar comment tasha actually long academy business personal life say
love,first met want get involved anyone time energy sure ready good got swept little little found falling love
lgbt,sexual preference hope e happiness eisnt cool
among-his-own-kind,love happiness believe last forever even though every time turn lie faith give love strength joy
anne-eliot,dare say man forgets sooner woman love earlier death
cole,he'd gone two second room got brighter together two element became brilliant proximity sam's clumsy effort carry vacuum grace smiled new smile thought ever got shot withering look full sort subtext could get lot conversation whispered dark made think isabel back house sam grace even close think could get even gave thousand year
love,ah song sangwhen life sweet call sweet
gale,never able let go always feel wrong
friendship,soulmate overused term true soul connection rare real
love,think every second every day know get eshe say ei beg please get
love,poet poor poor loved since could give gift gave word
cinderella,like cinderella seems naive weak listen quote walt believed dream right also believed something prince charming come along went palace got
beautiful,love valentine day time turn eighteen thirty-three fifty-nine conform whatever usual kismet rhapsody third day time place spirt
allie,oh mind came extremely sarcastic voice near wall two go ahead make i'll sit bleed quietly
humor,make smile like sun fall bed sing like bird dizzy head spin like record crazy sunday night make dance like fool forget breath shine like sun buzz like bee thought drive wild oh make smile -uncle kracker-
friends,give honest true answer want
leaving,understand know little love work bad i've ever wanted i've ever known leaving left
love,want hank i'm much animal think wanted first moment saw - thing i'm ashamed know know two year brightest moment found one office could lift head look know nature felt presence reason know want hank want bed - free rest time there's nothing pretend - think feel care - want mind soul long come lowest one desire animal want nothing sensation pleasure despise - want give amy height virtue - give there's none seek wish reach low would exchange greatest sight beauty world sight figure cab railroad engine amd seeing would able see indifferently fear dependent depend whim anytime wish anywhere term call obscenity talent give safer hold property may dispose please - i'm afraid admit - nothing protect nothing reserve think threat achievement mine sit desk work thing around get hard bear think reward bed night call depravity much depraved hold guilt - pride i'm proud anything i've done proud building line i'm asked name proudest attainment say slept hank rearden earned
abuse,often woman believe sign commitment expression love endure unkindness cruelty forgive forget actuality love rightly know healthy loving response cruelty abuse putting harm's way
hope,think sometimes find love pretend away ignore tell imagining painful kind hope
happiness,dustfinger still clearly remembered feeling love first time vulnerable heart suddenly trembling quivering thing happy miserably unhappy
love,love make one solitary
adrian-ivashkov,besides want leave er guy smiled lit whole face well ee eare certainly happy hear oh also happy watch darling little love child dragon st louis grinned back
alexandre-dumas,true love always make man better matter woman inspires
grief,kind way relationship tested even broken irrevocably ending unprepared
bickering,can't handle worst deserve best real love mean seeing beyond word spoken pain instead seeing person's soul
friendship,nothing curious awkward relationship two people know eye ewho meet observe daily even hourly keep impression disinterest either moral mental abnormality listlessness pent-up curiosity hysteria unsatisfied unnaturally suppressed need communion also kind tense respect man love honor man long able judge desire product lacking knowledge
companionship,want relationship person get dog
love,looked minute saying anything could feel air u shift became thick sultry tangible like air change right storm could feel power envelop brushed across skin even though see knew storm coming
cats,woman love cat never going make man happy
cute,kissing never kissed blissful oblivion better firewhisky real thing world
broken-heart,broken heart real life half dreadful book good deal like bad tooth though think romantic simile take spell aching give sleepless night time let enjoy life dream echo peanut candy nothing matter
giving,give without loving never love without giving
connections,soul connection often found worth every bit fight left keep
love,wanted tell loved complicated way loved parent simple way never think loved like breathing
love,marie let suppose two fireman go forest put small fire afterwards emerge go stream face one smeared black man face completely clean question two wash face silly question one dirty face course eno one dirty face look man assume look like vice versa man clean face see colleague covered grime say must dirty better wash ewhat trying say ei saying time spent hospital came realize always looking woman loved looked lovely clean face saw reflected hand looked saw dirt face however intelligent self-confident ended seeing reflected thinking worse please let happen
love,love rebuild world say everything's possible come love
love,realize love powerful mother's leaf mark
heart,heart make choice without weighing consequence look ahead lonely night follow
alexandra-bracken,want lose one keep letting go
love,think direct course love love find worthy directs course
betrayal,disappointment love even betrayal loss serve soul moment seem life tragedy soul partly time partly eternity might remember part resides eternity feel despair part life
love,kiss open door i've noticed one gesture unlock secret ease open feeling can't prevented--these kiss work break basement never knew
love,modern man transformed commodity experience life energy investment make highest profit considering position situation personality market alienated fellow men nature main aim profitable exchange skill knowledge personality package others equally intent fair profitable exchange life goal except one move principle except one fair exchange satisfaction except one consume p97
k-a-tucker,wrong every morning every night lie bed wondering beside
heartbreak,left soul fist heart teeth want either back e ben
love,kind man bottle feeling kells sit room pining away writing love poem dreamer fighter man action take self-control fight something need done feel something act see reason ren deserves get girl dream seem fair happens twice
aliens,know interspecies romance weird
love,perhaps people like u cannot love ordinary people - secret
inspirational,everything happens reason something better come along
kiss,may kiss miserable paper might well open window kiss night air
love,liar make someone love afraid losing someone i'll anything make stay
happiness,that's big picture happiness health never care man think -- demonstrates care making happy trying make happy send back whence came winning benefit end day happines joy yes emotional stability comprise measuring stick really need
frustration,got without punching anyone kicking anyone breaking tear day small victory achieve
force,love force unto sayyidi love people consider unthinkable often achieve impossible would sneer power
disappointment,strength love always misjudged evaluate immediate cause stress went dark hollow space full disappointment loneliness precedes great event heart's history
life-lessons,life break nobody protect living alone either solitude also break yearning love feel reason earth risk heart swallowed
home,desire go home desire whole know point intersection line drawn star constellation-maker center world center called love awaken sleep rest awakening tame animal let soul go wild shelter darkness blaze light cease speak perfectly understood
love,love world think
love,mine twilight morning mine world rooftop love song
love,lust love related still different thing indulge one requires little honeyed speech change clothes obtain contrast man must give rib return woman undo sin eve bring back paradise
inspiration,human mislead another promising something know untrue
giving,know given know received
death,wish night would end wish day'd begin wish would rain snow wind would blow grass would grow wish yesterday wish game play
love,people fall love without reason without even wanting can't predict that's love
annabeth,promised seaweed brain would get separated ever e impossible e love
georgina,care said seth would done would sold soul told something's always going keep u near even together
attolia,marry become king became king wanted marry
desire,want vital organ want mine
boy-trouble,always one guy get hold like best friend brother get headlock kind hold little kid babysitting attache leg kind hold talking epic life changing eat sleep homework stop giggling remember anything smile ekind hold like wesley buttercup proportion harry sally elizabeth bennet mr darcy kind hold favorite e0s song like must love take breath away eternal flame one sing hairbrush-microphone top lung best friend saturday night
humility,mind looked people nursery magic made real real shabbiness matter
believing,three year that's thousand tomorrow ma'am
love,love wholly unconditionally without reservation love enough sacrifice friendship love enough accept happiness use turn make happy back
love,love make see place differently hold differently object belongs someone love know one landscape well look landscape differently learn love one place sometimes also learn love another
hunger-games,katniss coming back focus caesar asks girlfriend back home peeta give unconvincing shake head caesar handsome lad like must special girl come name peeta well one girl crush ever since remember pretty sure know alive reaping caesar another fellow peeta know lot boy like caesar win go home turn eh peeta think going work winning help case caesar ever peeta came caesar oh piece bad luck peeta good caesar well think u blame hard fall young lady know peeta
acceptance,set standard stop expecting others show love acceptance commitment respect even show
death,dying overrated human sentimentality twisted ultimate act love biggest load bullshit world dying someone hard thing man dy escape plain simple game end pain try living someone all-good bad thick thin joy suffering that's hard thing
beauty,life unutterable hell solely sometimes beautiful could miserable time could thing love beauty faith hope could absolutely certain love would never returned much simple life would one could plod siberian salt mine existence without bothered happiness unfortunately happiness always chance eight hundred fifty one another heart come mine can't help hoping keeping faith loving beauty quite frequently miserable would wise
love,love wise becoming wiser see newly every time look object beloved drawing eye mind virtue posse
anti-marriage,free love love anything free man bought brain million world failed buy love man subdued body power earth unable subdue love man conquered whole nation army could conquer love man chained fettered spirit utterly helpless love high throne splendor pomp gold command man yet poor desolate love pass stay poorest hovel radiant warmth life color thus love magic power make beggar king yes love free dwell atmosphere freedom give unreservedly abundantly completely law statute court universe cannot tear soil love taken root
insanity,love merely madness tell deserves well dark house whip madman reason punish'd cured lunacy soordinary whipper love
adrian-ivashkov,adrian smiled clasped hand taking step toward beautiful brave ridiculously smart caffeinated fighter since day met efinally put beautiful eat top list adjective cared sweet talker ei scoffed know anything first time met knew beautiful ehe said hoped rest
hate,enough religion make u hate enough make u love
love,sometimes think whole life holding
love,marry
humor,guess sacrifice dignity thing save u thing endure love fate laugh torment
euphemism,sea saw seesaw sea riding lie lie easy let shipwreck thigh
love,loved life loved drunk bowl poison hand love nectar raised life's joy sorrow heart aflame love set afire every heart came touch heart rent joined heart broken made whole heart wounded healed thousand death heart died thanks love life yet went hell saw love's raging fire entered heaven illumined light love wept love made weep mourned love pierced heart men fiery glance fell rock rock burst forth volcano whole world sank flood caused one tear deep sigh earth trembled cried aloud name beloved shook throne god heaven bowed head low humility knee begged love disclose pray thee love thy secret took gently arm lifted earth spoke softly ear dear one thou thyself art love art lover thyself art beloved thou hast adored
love,love moderately long love doth swift arrives tardy slow love moderation key long-lasting love fast bad slow
attention,hard understand person hard listen without bias
love,kid chase love eludes
feminism,two separate being different circumstance face face freedom seeking justification existence one another always live adventure full risk promise p 248
love,far walked men never held foot lap
love,loved beautiful hated loved put shiny stuff lip also reviled wanted walk home alone wanted run grab could take another step
hurt,surest way hurt give love twork first time
angels,first time forever stunned silence word tenderness hand worry eye archangel wounded far far worse shrugged woman sun kissed sunset eye storm gray tear daring get hurt
life,made run away doubtless much fear settling settling permanently something ugly
crush,blushed greeted faltering voice spoke without knowing saying
love,ever put arm spin spin spin well that's love like everything inside tell stop fall reason keep going
lesbian,one imagined u want live like tree sycamore blazing sulfuric air dappled scar still exuberantly budding animal passion rooted city
love,felt overwhelmed expect first kiss life altering brief moment rule book universe rewritten suddenly brand new person fragile newborn instead doctor placing mother arm put ren would ren would draw near soothe teach new world would reject tell doctor must mistake way know breakable delicate thing heart wonder kept mine locked away
4-48-psychosis,sometimes turn around catch smell cannot go cannot fucking go without expressing terrible fucking awful physical aching fucking longing cannot believe feel feel nothing feel nothing
love,look said knew jason becky would back break would end surprise what's supposed happen wanted right asked want whether intended final question last truth said really thought opening hurt bigger could even imagine changed altered many rule one one we'd started would break yes said
baz,sun crashing
fate,happiness see illusion fate heavenly sleight hand designed make believe fairy tale there's happily ever find happy ending book book
love,loved loved he'd loved never minded alone
countries,care damn men loyal people pay organization think even country mean much many country blood one person would world mess loyal love country
black-holes,sometimes wonder heart like black hole--it's dense there's room light mean can't still suck
love,one happiness life love loved
life,never stop smiling even sad someone might fall love smile
